venue_id,remote_id,name,url,start_time,cost,description
,1428579,Ithaca Men's Lacrosse vs Liberty League Semi Finals,https://events.ithaca.edu/event/ithaca_mens_lacrosse_vs_liberty_league_semi_finals,2019-05-01T00:00:00-04:00,,"Ithaca Men's Lacrosse vs Liberty League Semi Finals
 https://athletics.ithaca.edu/calendar.aspx?id=9614"
,1642863,Cornell Concert Archives: our vintage concert t-shirt sale!,https://events.ithaca.edu/event/cornell_concert_archives_our_vintage_concert_t-shirt_sale_9516,2019-05-01T10:00:00-04:00,"","<p>Hi There!</p>

<p>Have you been to one of Cornell&#39;s past concerts and want to rep a band you love?</p>

<p><b>Come join us for Concert Archives: our vintage concert t-shirt sale!</b></p>

<p>We&#39;re going to have shirts from your favorite artists ranging from Bob Dylan to Drake for only $5, and all the proceeds will be donated to United Way of Tompkins County.&nbsp;United Way fights for the health, education, and financial stability of every person in every community. Learn more about them here:&nbsp;<a href=""https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.unitedway.org%2F&amp;data=02%7C01%7Ctmccarthy%40ithaca.edu%7C548bcfd0dcd5470d1fcd08d6be838a25%7Cfa1ac8f65e5448579f0b4aa422c09689%7C0%7C0%7C636905869502495122&amp;sdata=dHjGCb6OOQ%2BKmnNcU9spZNqKQrUnyfTYNWiatLMT178%3D&amp;reserved=0"" rel=""noopener noreferrer"" target=""_blank"">https://www.unitedway.org/</a></p>

<p><b>We will be located in the Memorial Room in Willard Straight Hall on Monday, April 29th from 10am-2pm &amp; Wednesday, May 1st from 10am-1pm.</b></p>

<p>To learn more, RSVP here:<a href=""https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.facebook.com%2Fevents%2F271995250386009%2F&amp;data=02%7C01%7Ctmccarthy%40ithaca.edu%7C548bcfd0dcd5470d1fcd08d6be838a25%7Cfa1ac8f65e5448579f0b4aa422c09689%7C0%7C0%7C636905869502505127&amp;sdata=CpJagashANHepOaaGAZnbw2NHIKz8Pf8EXkUpXuDkwY%3D&amp;reserved=0"" rel=""noopener noreferrer"" target=""_blank""><b>https://www.facebook.com/events/271995250386009/</b></a></p>

<p>&nbsp;</p>

<p>We hope to see you there!</p>

<p>&nbsp;</p>

<p>- Campus Activities</p>
"
,1601785,Traditions Challenge Check-In,https://events.ithaca.edu/event/traditions_challenge_check-in_6709,2019-05-01T11:00:00-04:00,,"Stop by our table on March 1, April 3, and May 1 to pick up your next set of IC Traditions Challenge prizes and to learn more about how to get involved!

Visit students from Ithaca College STAT and find out how many challenges you need to complete to collect your next prize... and if you have enough, you might even walk away with some new stuff!

Haven't taken the challenge yet? Download the app (available both on the App Store and Google Play store) complete the Complete A Check-In challenge and show our representatives and earn a free sticker, then start earning your way to more and more prizes!"
143,1611319,Al-Anon Meeting,https://events.ithaca.edu/event/al-anon_meeting,2019-05-01T12:00:00-04:00,"","<p><span style=""font-size:11pt""><span><span><span>Al-Anon, the twelve-step group for friends and family members of alcoholics and addicts, will begin holding weekly meetings at Ithaca College on Wednesday, March 20, 2019. </span></span></span></span></p>

<p><span style=""font-size:11pt""><span><span><span>Meetings will be held in the Phillips Room of Muller Chapel every Wednesday from 12:00-12:50pm. The group, officially called the South Hill Higher Ground Al-Anon Family Group, is not affiliated with Ithaca College and is open to students, faculty, staff, and members of the Ithaca community beyond the campus who seek support. </span></span></span></span></p>

<p><span style=""font-size:11pt""><span><span><span>The purpose of the meeting is to establish ongoing on-campus support for those who have loved ones contending with addiction. Everything shared by individuals at these meetings will be kept confidential. </span></span></span></span></p>

<p><span style=""font-size:11pt""><span><span><span>Free parking is available in the&nbsp;visitor lot near the entrance to campus from 96-B (Danby Road).</span> </span></span></span></p>
"
143,1638174,Mindfulness Month - Ongoing Opportunities for Meditation,https://events.ithaca.edu/event/mindfulness_month_-_ongoing_opportunities_for_meditation,2019-05-01T12:00:00-04:00,,"Open Guided Meditation in Muller Chapel 
Every Monday, Wednesday and Friday 
12:00 PM - 12:30 PM | Muller Chapel
Cushions provided, no prior experience required.

Open Meditation at Namgyal Monastery, Institute of Buddhist Studies
Every Monday, Wednesday and Friday 
5:15 PM to 6:00 PM | 201 Tibet Drive, Ithaca (1.6 miles from IC)

Contact: Kati Lustyik, klustyik@ithaca.edu or Julia Lapp, jlapp@ithaca.edu for more information"
26,1231498,Mobile Food Pantry,https://events.ithaca.edu/event/mobile_food_pantry,2019-05-01T12:00:00-04:00,"","<p>The Mobile Food Pantry of The Food Bank of the Southern Tier&nbsp;is used to deliver fresh produce, dairy products, and other food and grocery items directly to distribution sites where people need food. These food items are available free of charge and&nbsp;the mobile food pantry is&nbsp;open to any and all members of the IC community (students, staff, faculty).</p>

<p>For faster check-in please complete the following survey: <a href=""https://ithaca.qualtrics.com/jfe/form/SV_8bI40xtJlIHfFv7"">https://ithaca.qualtrics.com/jfe/form/SV_8bI40xtJlIHfFv7</a></p>
"
26,1611958,Mobile Food Pantry,https://events.ithaca.edu/event/mobile_food_pantry_9077,2019-05-01T12:00:00-04:00,"","<p>The mobile food pantry will be on campus.&nbsp; Those in need can come shop from a wide variety of items that will be available.&nbsp; Thank you to the Food Bank of the Southern Tier for partnering with us for these events.</p>

<p>Please bring a reusable shopping bag or box if possible.</p>
"
41,1527384,Open Office Hours for Students: Study Break,https://events.ithaca.edu/event/open_office_hours_for_students_study_break,2019-05-01T16:30:00-04:00,"","<p>Students are invited to drop in and talk to President Collado during her monthly office hours.&nbsp;</p>
"
,1648995,President’s Open House in IC Library,https://events.ithaca.edu/event/presidents_open_house_in_ic_library,2019-05-01T16:30:00-04:00,,"Take a study break and talk to President Collado. Between Research Help & Circulation there will be lemonade, cookies and fruit."
,1650229,How it All Works,https://events.ithaca.edu/event/how_it_all_works,2019-05-01T17:00:00-04:00,,"The Ithaca College Society of Physics Students are excited to present the event ""How it All Works""! We are inviting students from all backgrounds and education to awaken their inner curiosity of the nature of the universe and explore the physical experiments and demonstrations that we have to offer. You will find fun new ways to use Magnets, Levitating Tops, Supper-Conducting RollerCoasters,  HighVoltage Plasma-Cutting, 3D-Printed Pancakes and a Black Hole Simulation! Please stop by CNS 206/208 for some fascinating interactive experiments and cookies!"
