venue_id,remote_id,name,url,start_time,cost,description
,1605733, World Picture: Travel Imagery Before and After Photography ,https://events.visitithaca.com/event/world_picture_travel_imagery_before_and_after_photography,2019-05-02T09:00:00-04:00,"","<p><span style=""font-size:12pt""><span><span>Drawing from Cornell&rsquo;s Rare and Manuscript Collections and the Herbert F. Johnson Museum of Art, this exhibition examines how published travel imagery created and transmitted geographical knowledge during the nineteenth century, a period of rapid and extraordinary change in how people travelled, represented, and understood the world. After photography&rsquo;s 1839 debut, the new medium was seen as uniquely suited to the task of presenting accurate geographical description. At the same time, traditional&nbsp;illustration methods such as wood engravings, etchings, and lithographs offered varied and often romanticized interpretations of their subjects in an exploding number of publications dedicated to travel and exploration. What does this reveal about the roles of authenticity and aesthetics in the success of the Western project to teach audiences about faraway places?</span></span></span></p>
"
735,1485003,Sciencenter Science Together,https://events.visitithaca.com/event/sciencenter_science_together_1232,2019-05-02T10:30:00-04:00,"","<p><span style=""font-size:11.0pt""><span><span><span>Engage with your toddlers and preschoolers through self-guided, hands-on activities like playing with flubber, using tools to sift through sand, and much more!</span></span></span></span></p>
"
737,1642194,"State of the Art Gallery: “Bubblescapes and Abstracts,” new work by Daniel McPheeters",https://events.visitithaca.com/event/state_of_the_art_gallery_bubblescapes_and_abstracts_new_work_by_daniel_mcpheeters,2019-05-02T12:00:00-04:00,0,"<p><span style=""font-size:12pt""><span><span><span style=""font-size:18.0pt""><span>State of the Art Gallery:</span></span></span></span></span></p>

<p><span style=""font-size:12pt""><span><span><span style=""font-size:16.0pt""><span>&ldquo;Bubblescapes and Abstracts,&rdquo; new work by Daniel McPheeters. His landscapes are rendered obsessively in circles with new explorations of color using abstract imagery.&nbsp; Reception:&nbsp; Friday, May 3, 5-8pm, Gallery Night in downtown Ithaca. Show dates: May 1-June 2, 2019. 120 W. Martin Luther King, Jr./State Street. Curbside parking and ADA accessibility. Info:&nbsp; 607-277-1626 and </span></span><a href=""http://www.soagithaca.org/""><span style=""font-size:16.0pt""><span><span>www.soagithaca.org</span></span></span></a></span></span></span></p>
"
721,1342944,Grounded ,https://events.visitithaca.com/event/25_minute_ride,2019-05-02T14:00:00-04:00,$15 - $40,"<p><span style=""font-size:10pt""><span>by George Brant&nbsp;</span></span><br />
<span style=""font-size:10pt""><span>Nov 25 - Dec 9, 2018</span></span></p>

<p><span style=""font-size:10pt""><span>An unexpected pregnancy ends an ace fighter pilot&#39;s career in the sky. Reassigned to operate military drones from a windowless trailer outside Las Vegas, she hunts terrorists by day and returns to her family each night. As the pressure to track a high-profile target mounts, the boundaries begin to blur between the desert in which she lives and the one she patrols half a world away.</span></span></p>

<p><span style=""font-size:10pt""><span><b>Kate MacCluggage&nbsp;</b>of last season&#39;s&nbsp;<i>Ironbound</i>&nbsp;returns to the Kitchen in this gripping one-woman show.</span></span></p>
"
,1607193,Cleo Wilkinson | Made in the Shade ,https://events.visitithaca.com/event/cleo_wilkinson_made_in_the_shade,2019-05-02T17:00:00-04:00,"","<p>Australian printmaker, Cleo Wilkinson, is one of the few artists working in mezzotint today. The mezzotint technique has remained unchanged for 300 years. Its characteristic rich black tone is achieved by roughening the metal plate with a rocker.&nbsp;Cleo&rsquo;s haunting prints, many of which are very small, beckon the viewer to come closer and to truly engage with each piece.&nbsp; Made possible in part with funds from the New York State Council on the Arts, administered by the Community Arts Partnership.</p>
"
,1471263,Free Craft Beer Tastings,https://events.visitithaca.com/event/free_craft_beer_tastings_1064,2019-05-02T17:00:00-04:00,"","<p>Ithaca Coffee Company&#39;s Tavern at Gateway features free weekly beer tastings every Thursday from 5-7pm. Each tasting features several varieties from a select craft brewery, with either a brewer or vendor representative on hand to answer questions. Visit our website to see this weeks featured brewery. We focus on providing a mellow atmosphere to escape, explore, and enjoy the finest food and drink available.</p>
"
,1634179,Spring Writes Literary Festival ,https://events.visitithaca.com/event/spring_writes_literary_festival_2282,2019-05-02T17:00:00-04:00,0,"<p>The Spring Writes Literary Festival, now in its tenth year, features over 100 regional writers, and 47 events - all taking place over 4 days at 8 locations in downtown Ithaca!&nbsp;<br />
A program of the Community Arts Partnership (CAP) of Tompkins County, Spring Writes shines a light on the abundance of literary talent across the Finger Lakes Region. The Festival offers multiple readings, performances, workshops, panels, storytelling and more! Most events are free &ndash; no registration &ndash; just show up! www.SpringWrites.org&nbsp;</p>

<p>Thank you to our sponsors: Ithaca College, M&amp;T Bank, and Wegmans.<br />
&nbsp;</p>
"
,1614677,Groundswell Incubator Farm Volunteer Nights!,https://events.visitithaca.com/event/groundswell_incubator_farm_volunteer_nights,2019-05-02T17:30:00-04:00,"","<p>From April- October come help out at the Groundswell Incubator Farm. Family friendly, and led by our Incubator Farm Manager on the first Thursday of the month from 5:30pm &ndash; 7:30pm.&nbsp;We will start with a tour of the farm and some information on Groundswell at 5:30 pm. Around 6:00 we will shift into&nbsp;volunteermode until 7:30, or earlier if it is too dark to work.&nbsp; You can come for any or all of that time!</p>
"
,1642164,Millicent Clarke-Maynard Multicultural Dinner & Annual Fundraiser,https://events.visitithaca.com/event/millicent_clarke-maynard_multicultural_dinner_annual_fundraiser,2019-05-02T17:30:00-04:00,$5 suggested donation at the door,"<p><b>The Ithaca community is invited to the 2019 Millicent Clarke-Maynard Multicultural Dinner and Annual Fundraiser on Thursday, May 2, 2019, from 5:30 - 7:00 p.m. at Beverly J. Martin Elementary School. The event typically draws hundreds of attendees for an evening of entertainment, live music, dancing, a silent auction, raffles, and a full buffet of diverse, delicious foods that represent the multi-faceted Ithaca community. </b></p>

<p><b>The Multicultural Dinner is a celebration of the many voices that make up our community, and is the largest annual fundraising event to benefit the students of Beverly J. Martin Elementary School. The event is held in honor of Ms. Millicent Clarke-Maynard, in appreciation for her years of work in the Ithaca community with children and families, and her dedication to equity, access, and education as a human right for all. </b></p>

<p><b>This year, entertainment will include performances by an African drumming and dance group led by Dr. Baruch Whitehead, the VOICES Multicultural Chorus, Venissa Santi, and the Ithaca New Music Collective. </b></p>

<p><b>Silent auction gift cards and baskets have been donated by Agava, Coltivare, Satori Spa, Gimme! Coffee, the Hangar Theatre, Head over Heels, Ithaca Beer Company, Maxie&rsquo;s Supper Club, Petrune, the State Theatre, Wegmans, and more! </b></p>

<p><b>This event is a fun, festive, joyful night of music, food, and community. A suggested donation of $5 per person will be taken at the door, but all members of the community are invited and encouraged to come regardless of their ability to donate. All proceeds will benefit BJM Families Together PTA, an organization dedicated to supporting the students of Beverly J. Martin Elementary School. </b></p>

<p><b>Organizations who would like to donate food for the buffet or items for the silent auction should contact Mariellen Brown at <a href=""mailto:mariellen.brown@gmail.com"">mariellen.brown@gmail.com</a>. </b></p>
"
,1649606,Trio of Bangles,https://events.visitithaca.com/event/trio_of_bangles,2019-05-02T18:00:00-04:00,$70,"<p>In this 2-hour workshop we will make 3 bangles out of your choice of sterling silver, gold fill, or rose gold fill. Each participant will design their own bangles and learn hammering and texturing. The instructor will solder the bangles closed while showing everyone how soldering is done. All materials are included in the class fee.</p>
"
