venue_id,remote_id,name,url,start_time,cost,description
,1634347,"Art Exhibit: ""Traces"" by Emma Ulen-Klees",https://events.cornell.edu/event/art_exhibit_traces_by_emma_ulen-klees,2019-05-02T00:00:00-04:00,"","<p><i>Traces </i>by Emma Ulen-Klees represents the beginning of an on-going project, which seeks to catalog vulnerable plant taxa within the state of New York. Seven species displayed represent a small percentage of plants that are either extirpated (SX) or considered endangered historical species (SH), not having been recorded in 20-30 years. Each piece was researched and based on a particular specimen within the collections of the Liberty Hyde Bailey Herbarium at Cornell, or the C. V. Starr Virtual Herbarium. These embossings serve as a personal homage to the absence of an increasing number of this region&#39;s flora from their botanic communities.</p>
"
,1473693,Cooking with Mary!,https://events.cornell.edu/event/cooking_with_mary,2019-05-02T00:00:00-04:00,$25.00,Registration for event has CLOSED.
,1611590,Early Season Growing and Transitioning High Tunnel,https://events.cornell.edu/event/early_season_growing_and_transitioning_high_tunnel,2019-05-02T00:00:00-04:00,Varies,"Early Season Growing and Transitioning High Tunnel to Warm Weather Crops


Thursday, May 2, 2019


4:30pm to 6:00pm


Cornell Cooperative Extension of Wyoming County


36 Center Street, Warsaw, NY 14569


Cost is $10 per person or $5 per person for CCE Ag Dept Enrollees


Come learn how high tunnels work to grow crops throughout the year. This session will focus on crops grown in the tunnels during the colder months and timing your transition to warm weather plantings like peppers, tomato, and cucumbers. Whether you are looking to get an early start in the spring, grow later into the fall, or even keep cold hardy plants alive throughout the winter, this session will have information you need. Demonstration will include a comparison of size and quality, of late fall planted/over wintered greens, spinach and lettuce, to early spring plantings. We will gather indoors and then take a short walk out to the on-site high tunnel. The session will be primarily outdoors in the high tunnel, so please dress for the weather. If you arrive late and would like to catch up with the group, the high tunnel is south of the building perpendicular to the large white barn.


Discussion Topics to Include:


 High Tunnel Basics, Site Selection, and Orientation


 Timing Cool Weather Plantings


 Temperature Control within High Tunnels


 Transitioning from Cold Weather Crops to Warm Weather Crops


 Irrigation of Cold Weather Crops vs. Warm Weather Crops


 Fertilization


 Common Pests and Disease


 Use of Row Cover for Overwintering Crops


 Resources


 Q and A on Everything High Tunnel


For questions or more information, contact Don Gasiewicz 585-786-2251 ext. 113 or email drg35@cornell.edu


To register, complete the online registration or contact Lisa at 585-786-2251 ext. 123 or email lma96@cornell.edu


 


*Accommodations for persons with disabilities may be requested by calling CCE Wyoming at (585) 786-2251 no later than ten days prior to the event to ensure sufficient time to make arrangements. Requests after this date will be met when possible.


   


Building Strong and Vibrant New York Communities


Cornell Cooperative Extension is an employer and educator recognized for valuing AA/EEO, Protected Veterans, and Individuals with Disabilities 
and provides equal program and employment opportunities."
,1648264,Group Show: Coalesce,https://events.cornell.edu/event/group_show_coalesce,2019-05-02T08:00:00-04:00,,"Coalesce features work from ART 3005: Advanced Practice taught by Associate Professor Barry Perlus and Assistant Professor of the Practice Jaret Vadera.

Featured students are:

Aiza Ahmed (B.F.A. '20)
Ellie Beaudry (B.F.A./B.S. '20)
Madison Chalfant (B.F.A. '20)
Nadia Chernova (B.F.A./B.A. '20)
William Demaria (B.F.A. '20)
Sophie Galowitz (B.F.A. '20)
Gwyneth Haidar (B.A./B.F.A. '21)
Curtis Ho (B.F.A. '20)
Maya Jacks (B.A./B.F.A. '21)
Annabel Keelty (B.F.A. '20)
Bum Jin Kim (B.F.A. '20)
Angelica King-Shaw (B.F.A. '20)
Eric Lee (B.F.A. '20)
Joonsuk Lee (B.F.A. '20)
Vivian Lin (B.F.A. '20)
Ashley Mbogoni (B.F.A. '20)
Julia McFadden (B.F.A. '20)
Kelechukwu Mpamaugo (B.F.A. '20)
Lucy Plowe (B.F.A. '20)
Jake Puglisi (B.F.A. '20)
Cagla Sokullu (B.F.A. '20)
Hyo-Jung Song (B.F.A. '20)
Aiden Walker (B.F.A. '20)
Jerai Wilson (B.F.A. '20)
Michelle Wu (B.F.A. '20)
Nicole Yan (B.F.A. '20)"
437,1638947,PolliNation: Artists & Scientists Crossing Borders to Explore the Value of Pollinator Health,https://events.cornell.edu/event/artists_scientists_pollinator_health,2019-05-02T08:00:00-04:00,"","<p>Threats to pollinator health are intense and varied, from habitat loss and climate change to diseases and pesticides. A new exhibit at Mann Library showcases the results of a multi-year collaboration between the lab of Cornell entomology professor&nbsp;Scott McArt and Welsh artists, who cross national and disciplinary boundaries to celebrate the beauty and importance of pollinators, and reveal how their fate is linked to our planet, and to our own.</p>

<p>Originally developed as a pioneering Arts and Humanities Research Council funded Networking project in Wales called <a href=""https://crosspollinationartsciencecollaboration.wordpress.com/""><i>Cross-Pollination: Revaluing Pollinators through Arts and Science Collaboration</i>,</a>&nbsp;this project has brought artists and scientists together on two continents to explore and promote the world-wide crisis facing pollinators. <i>Cross-Pollination</i> was led by the University of Wales Trinity Saint David in partnership with Aberystwyth University and the National Botanic Garden of Wales. Additional funding was provided by the Arts Council of Wales to enhance the art-work production and to increase the impact of the project, and Wales Arts International to help fund the exhibit in Mann Library.</p>
"
379,1610136,ReGeneration,https://events.cornell.edu/event/regeneration,2019-05-02T08:00:00-04:00,"","<p>An exhibit about extending the lifecycle of waste materials through value-added art and fashion.</p>
"
437,1615458,Unturned Leaves: Early Women in Botanical Illustration,https://events.cornell.edu/event/unturned_leaves,2019-05-02T08:00:00-04:00,"","<p>Until only recently, science has generally been associated with the work of men, and its leading figures have generally been those endowed with the means&nbsp;to acquire an education and the time to pursue interest in scientific discovery and exploration. Yet while men received the credit and fame for advances in knowledge, women, too, contributed in significant, if generally unheralded, ways. Trained in art and pushed toward &ldquo;more delicate pursuits,&rdquo; many women provided the illustrations of plants that made the botanical texts of the 18th and 19th centuries the vivid, beautiful, and scientifically accurate works that they are. &nbsp;Sadly, a significant portion of these talented women have had the details of their lives lost to time, despite creating work both meaningful and important to the field.&nbsp;</p>

<p>With an eye towards bringing some of these hidden pioneers of science into the spotlight, <i>Unturned Leaves: Early Women in Botanical Illustration </i>showcases the achievements of several &nbsp;pre-20th century women who drew and painted plants and fungi, sometimes&nbsp;in support of&nbsp;the seminal works of their day, and sometimes primarily in support of their own personal&nbsp;effort&nbsp;to document and understand the natural world around them. Mann Library has developed this exhibit in conjunction with the<a href=""https://blog.biodiversitylibrary.org/2019/03/her-natural-history.html""> Her Natural History celebration </a>sponsored by partners of the Biodiversity Heritage Library for Women&#39;s History Month 2019.&nbsp;&nbsp;</p>
"
382,1605841,CIT Training: Business Analysis Essential Skills,https://events.cornell.edu/event/cit_training_business_analysis_essential_skills,2019-05-02T08:30:00-04:00,$1625,"<p>This 4-day course is designed for individuals from any discipline who are performing elicitation activities; business analysts, project managers, business systems analysts, product managers, product owners, system architect, process engineers, requirements engineers, or any other project team member. This foundational course provides students, regardless of their title, the essential business analysis skills they need to identify the right solutions and drive significant value on their projects. It supports and expands on the standards outlined in the IIBA BABOK&reg; Guide V2.0. &nbsp;This course explores the breadth of tasks, skills and interactions expected in a business analysis professional role. It provides a complete foundational set of practical tips and hands on exercises to build expertise and confidence using requirements delivery strategies, independent of methodology. *Breakfast at 8:30 &amp; Lunch at Noon - both included*</p>

<p>To register for this class, visit:&nbsp;</p>

<p><a href=""https://cornell.sabacloud.com/Saba/Web_spf/NA1PRD0089/common/ledetail/cours000000000004168"">https://cornell.sabacloud.com/Saba/Web_spf/NA1PRD0089/common/ledetail/cours000000000004168</a></p>
"
532,1579348,LGSC Weekly Writing Workshop ,https://events.cornell.edu/event/lgsc_weekly_writing_workshop_7866,2019-05-02T08:30:00-04:00,"","<p>Weekly Writing Workshop is every Thursday from 8:30 AM - 11:30 AM at Rockefeller Hall 434, LSP Conference Room . Light refreshments provided.&nbsp;</p>

<p>Funding provided by the GPSAFC.&nbsp;</p>

<p>Open to the Cornell Graduate/Professional Community.&nbsp;</p>

<p>If you need additional arrangements to attend, please contact&nbsp;<a href=""mailto:srr228@cornell.edu"">srr228@cornell.edu</a>.&nbsp;</p>
"
,1647413,AAP NYC B.F.A. Exhibition: Studio 6,https://events.cornell.edu/event/aap_nyc_bfa_exhibition_studio_6,2019-05-02T09:00:00-04:00,,"Please join AAP NYC for Studio 6, an exhibition of new works by B.F.A. students currently studying at AAP NYC. The studio is led by Visiting Critic Beverly Semmes.

Includes work by:

Jiweon Chung (B.F.A. '21)
Ariel Noh (B.F.A. '21)
Abhika Pahwa (B.F.A. '21)
Lauren Park (B.F.A. '20)
Lauren Peters (B.F.A. '21)
Sarah Zhang (B.F.A. '20)"
