remote_id,name,url,address,latitude,longitude
7595,104 West!,https://events.cornell.edu/104_west,"104-06 West Ave, Ithaca, NY 14850, USA",42.444309,-76.487877
7596,112 Edgemoor,https://events.cornell.edu/112_edgemoor,"112 Edgemoor Ln, Ithaca, NY 14850, USA",42.444092,-76.488411
7597,116 Maple Ave.,https://events.cornell.edu/116_maple_ave,"120 Maple Ave, Ithaca, NY 14850, USA",42.441414,-76.475868
7598,301 College Ave.,https://events.cornell.edu/301_college_ave,"301 College Avenue, Ithaca, NY 14850, USA",42.440338,-76.485001
7599,309 College Ave (Fire Station #9),https://events.cornell.edu/309_college_ave_fire_station_9,"309 College Ave, Ithaca, NY 14850, USA",42.440815,-76.484978
7600,312 College Ave.,https://events.cornell.edu/312_college_ave,"398 College Ave, Ithaca, NY 14850, USA",42.440895,-76.485329
7601,337 Pine Tree Road,https://events.cornell.edu/337_pine_tree_road,"377 Pine St, Ithaca, NY 14850, USA",42.437923,-76.462708
7602,341 Pine Tree Road,https://events.cornell.edu/341_pine_tree_road,"335 Pine Tree Rd, Ithaca, NY 14850, USA",42.437939,-76.463089
7603,353 Pine Tree Road,https://events.cornell.edu/353_pine_tree_road,"377 Pine St, Ithaca, NY 14850, USA",42.438133,-76.462158
7604,373 Pine Tree Road,https://events.cornell.edu/373_pine_tree_road,"353 Pine Tree Rd, Ithaca, NY 14850, USA",42.43766,-76.46209
