remote_id,name,url,address,latitude,longitude
104461, Park Center for Business and Sustainable Enterprise,https://events.ithaca.edu/park_center_for_business_and_sustainable_enterprise_202,"",,
104867,Aquatics Pavilion,https://events.ithaca.edu/aquatics_pavilion,"",,
91520,Athletics & Events Center,https://events.ithaca.edu/athletics_and_events_center_223,"",,
104868,Ben Light Gymnasium,https://events.ithaca.edu/ben_light_gymnasium,"",,
104861,Butterfield Stadium,https://events.ithaca.edu/butterfield_stadium,"",,
104032,Campus Center,https://events.ithaca.edu/campus_center,"",,
199825,Career Services,https://events.ithaca.edu/career_services_910,101 Muller Faculty Center,42.422003,-76.495663
104864,Carp Wood Field,https://events.ithaca.edu/wood_field,"",,
104033,Center for Health Sciences,https://events.ithaca.edu/center_for_health_sciences,"",,
104034,Center for Natural Sciences,https://events.ithaca.edu/center_for_natural_sciences,"",,
